,428,428_end,weekday,dayofweek,hour,minute,day,holiday,freetaxi,377,378,379,427,429,477,478,479,377_end,378_end,379_end,427_end,429_end,477_end,478_end,479_end
1/12/2019 5:45,0,0,0,6,5,45,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/12/2019 6:00,0,0,0,6,6,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1/12/2019 6:15,0,0,0,6,6,15,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/12/2019 6:30,0,0,0,6,6,30,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/12/2019 6:45,0,0,0,6,6,45,1,0,33,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0
1/12/2019 7:00,0,0,0,6,7,0,1,0,30,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
1/12/2019 7:15,0,1,0,6,7,15,1,0,101,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0
1/12/2019 7:30,0,2,0,6,7,30,1,0,148,0,0,0,1,1,0,0,1,0,5,4,2,3,1,2,3
1/12/2019 7:45,0,0,0,6,7,45,1,0,178,0,0,0,0,0,1,0,1,0,0,7,0,4,1,0,0
1/12/2019 8:00,0,1,0,6,8,0,1,0,202,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0
1/12/2019 8:15,0,1,0,6,8,15,1,0,175,0,0,0,0,0,0,6,9,0,0,0,0,3,0,0,0
1/12/2019 8:30,0,0,0,6,8,30,1,0,116,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2
1/12/2019 8:45,0,0,0,6,8,45,1,0,199,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4
1/12/2019 9:00,0,1,0,6,9,0,1,0,132,0,0,0,0,0,2,1,9,0,0,0,0,0,0,1,0
1/12/2019 9:15,0,1,0,6,9,15,1,0,96,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,1
1/12/2019 9:30,0,0,0,6,9,30,1,0,91,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
1/12/2019 9:45,0,0,0,6,9,45,1,0,87,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0
1/12/2019 10:00,0,0,0,6,10,0,1,0,48,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0
1/12/2019 10:15,0,0,0,6,10,15,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1/12/2019 10:30,0,1,0,6,10,30,1,0,52,0,0,0,1,0,0,2,7,0,0,0,0,0,0,1,0
1/12/2019 10:45,0,0,0,6,10,45,1,0,49,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,1
1/12/2019 11:00,0,1,0,6,11,0,1,0,29,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
1/12/2019 11:15,0,0,0,6,11,15,1,0,32,0,0,2,0,0,1,0,0,0,0,0,0,0,4,3,2
1/12/2019 11:30,0,2,0,6,11,30,1,0,28,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1
1/12/2019 11:45,0,0,0,6,11,45,1,0,55,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1
1/12/2019 12:00,0,0,0,6,12,0,1,0,45,0,0,3,2,0,0,3,4,0,0,0,0,0,7,2,0
1/12/2019 12:15,0,0,0,6,12,15,1,0,62,0,0,1,0,0,0,0,3,0,0,0,0,0,2,1,3
1/12/2019 12:30,0,0,0,6,12,30,1,0,37,0,0,0,3,1,0,1,2,0,0,1,0,0,0,0,0
1/12/2019 12:45,0,0,0,6,12,45,1,0,44,0,0,0,1,0,0,2,2,0,0,1,0,0,0,2,0
1/12/2019 13:00,0,0,0,6,13,0,1,0,36,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0
1/12/2019 13:15,0,0,0,6,13,15,1,0,78,0,0,0,2,1,0,0,7,0,0,0,0,0,0,1,3
1/12/2019 13:30,0,0,0,6,13,30,1,0,55,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1
1/12/2019 13:45,0,0,0,6,13,45,1,0,47,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
1/12/2019 14:00,1,0,0,6,14,0,1,0,40,1,0,0,2,0,3,1,2,0,0,0,0,0,4,2,1
1/12/2019 14:15,0,0,0,6,14,15,1,0,40,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3
1/12/2019 14:30,0,0,0,6,14,30,1,0,67,0,0,0,0,0,1,1,5,0,0,0,0,0,0,1,3
1/12/2019 14:45,0,0,0,6,14,45,1,0,48,0,0,0,9,0,2,2,0,0,0,0,0,0,0,2,1
1/12/2019 15:00,0,0,0,6,15,0,1,0,65,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3
1/12/2019 15:15,0,0,0,6,15,15,1,0,72,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,2
1/12/2019 15:30,0,0,0,6,15,30,1,0,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/12/2019 15:45,0,0,0,6,15,45,1,0,30,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2
1/12/2019 16:00,0,0,0,6,16,0,1,0,33,0,2,0,0,0,0,1,1,0,0,0,0,0,1,1,0
1/12/2019 16:15,0,0,0,6,16,15,1,0,47,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1/12/2019 16:30,0,0,0,6,16,30,1,0,58,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
1/12/2019 16:45,0,0,0,6,16,45,1,0,66,0,0,0,1,3,0,0,2,0,0,0,0,0,2,0,0
1/12/2019 17:00,0,0,0,6,17,0,1,0,37,0,3,2,3,0,0,0,0,0,0,0,0,0,0,2,1
1/12/2019 17:15,0,0,0,6,17,15,1,0,71,0,0,0,3,0,0,0,2,0,0,0,1,0,1,0,2
1/12/2019 17:30,0,0,0,6,17,30,1,0,82,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,4
1/12/2019 17:45,0,0,0,6,17,45,1,0,20,0,0,0,0,2,0,2,0,0,0,0,1,0,2,1,0
1/12/2019 18:00,1,0,0,6,18,0,1,0,57,0,0,1,3,1,0,3,1,0,0,0,1,1,0,3,0
1/12/2019 18:15,0,1,0,6,18,15,1,0,74,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
1/12/2019 18:30,0,0,0,6,18,30,1,0,44,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2
1/12/2019 18:45,0,0,0,6,18,45,1,0,36,0,0,0,0,0,1,0,1,0,0,0,0,6,1,0,0
1/12/2019 19:00,0,0,0,6,19,0,1,0,43,0,0,0,0,0,1,0,1,0,0,0,0,0,10,2,1
1/12/2019 19:15,0,0,0,6,19,15,1,0,42,0,0,2,1,0,0,0,3,0,0,0,0,0,8,0,3
1/12/2019 19:30,1,1,0,6,19,30,1,0,71,1,0,2,5,0,0,4,3,0,0,0,0,0,4,4,1
1/12/2019 19:45,0,0,0,6,19,45,1,0,59,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,3
1/12/2019 20:00,0,0,0,6,20,0,1,0,28,0,0,1,0,1,0,0,2,0,0,0,3,0,3,1,5
1/12/2019 20:15,0,0,0,6,20,15,1,0,34,0,0,1,0,0,0,1,3,0,0,0,0,0,2,0,2
1/12/2019 20:30,0,0,0,6,20,30,1,0,57,0,0,0,1,0,0,0,2,0,0,0,0,0,8,0,0
1/12/2019 20:45,0,0,0,6,20,45,1,0,38,0,0,0,2,0,1,0,2,0,0,0,0,0,11,0,0
1/12/2019 21:00,0,0,0,6,21,0,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
1/12/2019 21:15,0,0,0,6,21,15,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1/12/2019 21:30,0,0,0,6,21,30,1,0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1/12/2019 21:45,0,0,0,6,21,45,1,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1/12/2019 22:00,0,0,0,6,22,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1/12/2019 22:15,0,0,0,6,22,15,1,0,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
1/12/2019 22:30,0,0,0,6,22,30,1,0,31,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1/12/2019 22:45,0,0,0,6,22,45,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/12/2019 23:00,0,0,0,6,23,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1/12/2019 23:15,0,0,0,6,23,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1/12/2019 23:30,0,0,0,6,23,30,1,0,19,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,2
1/12/2019 23:45,0,0,0,6,23,45,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0
2/12/2019 0:00,0,0,1,0,0,0,2,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1
2/12/2019 0:15,0,0,1,0,0,15,2,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0
2/12/2019 0:30,0,0,1,0,0,30,2,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1
2/12/2019 0:45,0,0,1,0,0,45,2,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
2/12/2019 1:00,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2/12/2019 1:15,0,0,1,0,1,15,2,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2/12/2019 1:30,0,0,1,0,1,30,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/12/2019 1:45,0,0,1,0,1,45,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/12/2019 2:00,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/12/2019 2:15,0,0,1,0,2,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/12/2019 2:30,0,0,1,0,2,30,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2/12/2019 2:45,0,0,1,0,2,45,2,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
2/12/2019 3:00,0,0,1,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2/12/2019 3:15,0,0,1,0,3,15,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2/12/2019 3:30,0,0,1,0,3,30,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
2/12/2019 3:45,0,0,1,0,3,45,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2/12/2019 4:00,0,0,1,0,4,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
2/12/2019 4:15,0,0,1,0,4,15,2,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2/12/2019 4:30,0,0,1,0,4,30,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2/12/2019 4:45,0,0,1,0,4,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/12/2019 5:00,0,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/12/2019 5:15,0,0,1,0,5,15,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2/12/2019 5:30,0,0,1,0,5,30,2,0,17,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2
2/12/2019 5:45,0,0,1,0,5,45,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
2/12/2019 6:00,0,0,1,0,6,0,2,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2/12/2019 6:15,0,0,1,0,6,15,2,0,33,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,0
2/12/2019 6:30,0,0,1,0,6,30,2,0,53,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0
2/12/2019 6:45,0,0,1,0,6,45,2,0,35,0,0,0,1,0,0,0,3,0,1,4,0,5,1,1,1
2/12/2019 7:00,0,0,1,0,7,0,2,0,32,0,0,0,0,0,0,0,3,5,2,2,0,1,1,1,1
2/12/2019 7:15,0,4,1,0,7,15,2,0,74,0,0,1,0,0,1,0,2,1,10,2,2,11,1,3,4
2/12/2019 7:30,0,0,1,0,7,30,2,0,101,0,0,0,0,0,1,0,5,2,4,3,3,1,0,2,3
2/12/2019 7:45,0,4,1,0,7,45,2,0,185,0,0,0,0,1,0,0,3,4,4,9,3,2,3,5,6
2/12/2019 8:00,0,6,1,0,8,0,2,0,161,0,0,0,0,0,3,0,3,4,3,9,3,4,1,0,2
2/12/2019 8:15,0,7,1,0,8,15,2,0,193,0,0,0,0,0,2,2,1,1,7,2,3,3,2,2,1
2/12/2019 8:30,4,0,1,0,8,30,2,0,247,0,0,0,2,0,2,0,2,0,6,2,0,0,0,1,1
2/12/2019 8:45,0,13,1,0,8,45,2,0,232,0,0,0,0,1,0,1,0,0,6,0,1,3,1,0,0
2/12/2019 9:00,0,3,1,0,9,0,2,0,176,0,0,0,0,0,0,2,3,0,3,2,0,3,0,3,6
2/12/2019 9:15,0,1,1,0,9,15,2,0,156,0,0,1,0,0,1,0,0,0,1,1,0,1,1,6,1
2/12/2019 9:30,0,0,1,0,9,30,2,0,73,0,0,0,0,1,0,2,0,1,1,2,0,2,1,1,2
2/12/2019 9:45,0,1,1,0,9,45,2,0,78,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
2/12/2019 10:00,0,0,1,0,10,0,2,0,74,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
2/12/2019 10:15,0,2,1,0,10,15,2,0,53,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,2
2/12/2019 10:30,0,0,1,0,10,30,2,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/12/2019 10:45,0,0,1,0,10,45,2,0,59,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1
2/12/2019 11:00,1,0,1,0,11,0,2,0,15,0,0,0,2,0,0,0,1,0,0,1,0,0,1,2,0
2/12/2019 11:15,1,0,1,0,11,15,2,0,29,0,1,0,0,0,1,0,5,0,3,0,0,0,0,2,1
2/12/2019 11:30,1,1,1,0,11,30,2,0,18,0,0,0,1,1,2,1,0,0,0,0,0,1,0,2,0
2/12/2019 11:45,0,0,1,0,11,45,2,0,56,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
2/12/2019 12:00,1,0,1,0,12,0,2,0,67,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2,1
2/12/2019 12:15,2,1,1,0,12,15,2,0,33,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,3
2/12/2019 12:30,0,3,1,0,12,30,2,0,45,0,1,1,1,1,3,0,0,0,2,0,0,0,0,0,1
2/12/2019 12:45,0,0,1,0,12,45,2,0,27,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0
2/12/2019 13:00,1,0,1,0,13,0,2,0,42,0,0,1,1,0,0,0,1,0,1,2,1,0,1,0,1
2/12/2019 13:15,0,1,1,0,13,15,2,0,45,0,0,0,0,1,0,0,4,0,1,0,0,0,1,0,0
2/12/2019 13:30,0,0,1,0,13,30,2,0,76,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,3
2/12/2019 13:45,2,0,1,0,13,45,2,0,26,0,3,0,0,0,0,0,1,0,0,1,1,2,0,1,1
2/12/2019 14:00,0,0,1,0,14,0,2,0,34,0,0,0,4,0,0,1,2,0,0,0,0,0,1,2,0
2/12/2019 14:15,0,0,1,0,14,15,2,0,50,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1
2/12/2019 14:30,0,0,1,0,14,30,2,0,59,0,1,2,1,0,0,2,0,0,0,0,1,0,0,0,0
2/12/2019 14:45,0,1,1,0,14,45,2,0,53,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2/12/2019 15:00,0,1,1,0,15,0,2,0,78,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2/12/2019 15:15,0,1,1,0,15,15,2,0,22,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,1
2/12/2019 15:30,3,0,1,0,15,30,2,0,34,0,0,2,0,0,1,2,0,0,0,0,0,0,1,0,1
2/12/2019 15:45,3,0,1,0,15,45,2,0,46,0,0,2,1,0,1,3,2,0,0,0,0,0,2,0,2
2/12/2019 16:00,0,1,1,0,16,0,2,0,56,2,0,2,0,6,0,0,0,0,0,0,0,0,0,3,0
2/12/2019 16:15,3,0,1,0,16,15,2,0,33,0,1,4,1,4,1,0,3,0,0,0,0,0,1,0,2
2/12/2019 16:30,0,0,1,0,16,30,2,0,30,0,4,2,4,0,7,2,6,0,0,0,0,0,1,2,3
2/12/2019 16:45,1,0,1,0,16,45,2,0,37,0,0,3,3,0,5,1,3,0,0,0,0,0,0,2,3
2/12/2019 17:00,5,1,1,0,17,0,2,0,53,4,0,3,1,7,1,2,1,0,0,0,0,0,0,1,0
2/12/2019 17:15,4,0,1,0,17,15,2,0,57,8,9,0,3,4,1,4,10,0,2,0,0,0,2,0,3
2/12/2019 17:30,3,1,1,0,17,30,2,0,135,10,2,2,0,4,3,2,7,1,0,0,3,0,1,0,0
2/12/2019 17:45,2,0,1,0,17,45,2,0,77,6,1,6,5,2,1,0,6,0,0,0,5,1,0,0,0
2/12/2019 18:00,2,0,1,0,18,0,2,0,71,0,7,6,11,1,14,0,6,0,0,0,0,0,0,0,6
2/12/2019 18:15,1,0,1,0,18,15,2,0,49,0,4,1,3,3,0,2,8,0,0,0,0,0,2,0,5
2/12/2019 18:30,1,1,1,0,18,30,2,0,60,0,2,2,1,7,2,1,5,0,0,0,0,0,0,0,1
2/12/2019 18:45,0,0,1,0,18,45,2,0,75,0,2,8,1,1,0,4,3,0,0,1,1,0,0,0,1
2/12/2019 19:00,3,0,1,0,19,0,2,0,59,0,3,11,6,0,1,1,1,0,4,0,1,2,0,3,1
2/12/2019 19:15,0,0,1,0,19,15,2,0,40,2,1,9,6,2,3,0,3,0,2,0,0,0,0,0,1
2/12/2019 19:30,3,0,1,0,19,30,2,0,54,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,2
2/12/2019 19:45,1,0,1,0,19,45,2,0,23,1,0,2,0,1,1,0,0,0,1,1,0,0,0,0,1
2/12/2019 20:00,0,0,1,0,20,0,2,0,86,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2/12/2019 20:15,0,0,1,0,20,15,2,0,27,0,0,0,1,5,1,0,1,0,0,0,1,0,0,0,1
2/12/2019 20:30,1,0,1,0,20,30,2,0,65,0,0,0,8,5,0,2,0,0,0,0,0,0,1,0,0
2/12/2019 20:45,0,0,1,0,20,45,2,0,45,0,0,0,2,1,1,0,0,0,0,1,0,4,1,1,4
2/12/2019 21:00,1,0,1,0,21,0,2,0,43,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
2/12/2019 21:15,0,0,1,0,21,15,2,0,38,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
2/12/2019 21:30,0,0,1,0,21,30,2,0,33,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0
2/12/2019 21:45,0,0,1,0,21,45,2,0,48,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2/12/2019 22:00,0,0,1,0,22,0,2,0,25,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2/12/2019 22:15,0,0,1,0,22,15,2,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2/12/2019 22:30,0,0,1,0,22,30,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2/12/2019 22:45,0,2,1,0,22,45,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/12/2019 23:00,0,0,1,0,23,0,2,0,15,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0
2/12/2019 23:15,0,0,1,0,23,15,2,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2/12/2019 23:30,0,0,1,0,23,30,2,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2/12/2019 23:45,0,0,1,0,23,45,2,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
3/12/2019 0:00,0,0,1,1,0,0,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3/12/2019 0:15,0,0,1,1,0,15,3,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0
3/12/2019 0:30,0,0,1,1,0,30,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/12/2019 0:45,0,0,1,1,0,45,3,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3/12/2019 1:00,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3/12/2019 1:15,0,0,1,1,1,15,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/12/2019 1:30,0,0,1,1,1,30,3,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
3/12/2019 1:45,0,0,1,1,1,45,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/12/2019 2:00,0,0,1,1,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/12/2019 2:15,0,0,1,1,2,15,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3/12/2019 2:30,0,0,1,1,2,30,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
3/12/2019 2:45,0,0,1,1,2,45,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3/12/2019 3:00,0,0,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/12/2019 3:15,0,0,1,1,3,15,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/12/2019 3:30,0,0,1,1,3,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/12/2019 3:45,0,0,1,1,3,45,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/12/2019 4:00,1,0,1,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3/12/2019 4:15,0,0,1,1,4,15,3,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3/12/2019 4:30,0,0,1,1,4,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3/12/2019 4:45,0,0,1,1,4,45,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/12/2019 5:00,0,0,1,1,5,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/12/2019 5:15,0,0,1,1,5,15,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3/12/2019 5:30,0,0,1,1,5,30,3,0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3/12/2019 5:45,0,0,1,1,5,45,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/12/2019 6:00,0,0,1,1,6,0,3,0,14,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0
3/12/2019 6:15,0,0,1,1,6,15,3,0,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3/12/2019 6:30,0,0,1,1,6,30,3,0,29,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3/12/2019 6:45,0,1,1,1,6,45,3,0,38,0,0,0,0,0,0,1,1,0,0,0,0,1,3,1,0
3/12/2019 7:00,0,0,1,1,7,0,3,0,32,0,0,0,0,0,1,0,2,0,2,0,1,0,0,2,0
3/12/2019 7:15,0,2,1,1,7,15,3,0,30,0,0,1,0,0,0,0,3,0,10,0,1,6,1,3,2
3/12/2019 7:30,0,5,1,1,7,30,3,0,73,0,0,0,0,0,0,1,2,5,4,1,3,1,0,1,1
3/12/2019 7:45,0,6,1,1,7,45,3,0,227,0,2,0,0,1,0,0,2,4,3,3,1,4,1,1,1
3/12/2019 8:00,0,2,1,1,8,0,3,0,211,0,1,1,1,2,1,2,7,0,4,5,4,4,0,1,3
3/12/2019 8:15,0,3,1,1,8,15,3,0,197,0,0,0,2,0,0,1,9,1,6,4,0,5,0,2,1
