,428,428_end,weekday,dayofweek,hour,minute,day,holiday,freetaxi,377,378,379,427,429,477,478,479,377_end,378_end,379_end,427_end,429_end,477_end,478_end,479_end
2019-10-07 18:00:00,43,21,1,0,18,0,7,0,296,39,74,9,28,6,18,66,27,38,14,3,17,20,24,26,9
2019-10-07 18:15:00,36,18,1,0,18,15,7,0,87,42,59,4,38,7,17,44,58,40,10,5,19,11,19,48,16
2019-10-07 18:30:00,15,18,1,0,18,30,7,0,320,35,19,7,18,2,15,11,5,21,5,2,12,7,11,40,7
2019-10-07 18:45:00,21,16,1,0,18,45,7,0,611,31,48,1,27,8,14,31,37,32,9,6,18,12,17,30,12
2019-10-07 19:00:00,52,19,1,0,19,0,7,0,265,59,54,3,49,8,34,52,36,20,11,5,21,3,15,20,11
2019-10-07 19:15:00,28,10,1,0,19,15,7,0,196,50,56,5,32,11,19,33,19,38,9,5,12,12,11,22,6
2019-10-07 19:30:00,13,10,1,0,19,30,7,0,453,17,20,3,18,5,16,13,19,16,7,2,19,5,14,15,5
2019-10-07 19:45:00,43,11,1,0,19,45,7,0,418,58,55,3,23,10,8,42,29,29,5,4,15,9,18,25,1
2019-10-07 20:00:00,61,9,1,0,20,0,7,0,147,63,127,17,46,16,31,51,31,21,18,0,15,5,30,26,8
2019-10-07 20:15:00,12,2,1,0,20,15,7,0,203,24,18,4,14,1,17,15,12,20,3,2,9,3,19,21,4
2019-10-07 20:30:00,25,12,1,0,20,30,7,0,513,25,23,4,23,4,9,31,26,15,2,1,14,4,17,24,6
2019-10-07 20:45:00,34,4,1,0,20,45,7,0,455,39,39,4,19,7,15,36,16,15,6,0,16,4,14,20,6
2019-10-07 21:00:00,39,7,1,0,21,0,7,0,193,52,50,5,52,7,30,44,28,29,7,3,16,0,13,24,14
2019-10-07 21:15:00,19,1,1,0,21,15,7,0,247,39,29,12,19,9,7,16,22,14,9,4,19,4,13,13,7
2019-10-07 21:30:00,10,5,1,0,21,30,7,0,391,24,20,2,11,2,9,24,18,18,6,3,12,2,9,15,9
2019-10-07 21:45:00,23,2,1,0,21,45,7,0,357,30,24,3,22,5,12,69,34,11,3,0,19,4,12,15,10
2019-10-07 22:00:00,23,6,1,0,22,0,7,0,286,51,25,9,22,5,10,24,7,13,4,5,15,5,7,11,6
2019-10-07 22:15:00,20,5,1,0,22,15,7,0,315,28,7,1,9,2,9,18,14,11,5,2,12,1,8,7,2
2019-10-07 22:30:00,13,6,1,0,22,30,7,0,363,28,14,13,20,10,39,40,27,19,5,0,7,1,4,15,4
2019-10-07 22:45:00,11,7,1,0,22,45,7,0,492,26,18,2,10,0,4,8,7,6,1,1,8,7,2,9,3
2019-10-07 23:00:00,21,4,1,0,23,0,7,0,478,19,21,3,18,2,15,29,12,3,5,2,10,6,3,3,2
2019-10-07 23:15:00,20,5,1,0,23,15,7,0,367,25,20,5,13,3,10,26,14,5,14,0,7,2,2,2,3
2019-10-07 23:30:00,3,2,1,0,23,30,7,0,436,2,13,6,10,6,12,7,7,12,0,0,12,1,3,7,0
2019-10-07 23:45:00,7,0,1,0,23,45,7,0,258,22,16,6,21,9,10,26,9,4,3,1,11,2,2,5,3
2019-10-08 00:00:00,24,1,1,1,0,0,8,0,202,25,14,1,22,8,8,24,11,9,2,0,8,3,2,3,3
2019-10-08 00:15:00,5,4,1,1,0,15,8,0,62,9,11,2,10,3,8,23,13,4,0,1,7,1,1,6,0
2019-10-08 00:30:00,3,1,1,1,0,30,8,0,52,12,6,11,4,8,1,9,3,5,1,0,5,1,6,3,1
2019-10-08 00:45:00,4,1,1,1,0,45,8,0,53,11,14,2,16,1,5,8,7,10,0,0,6,0,0,3,1
2019-10-08 01:00:00,7,0,1,1,1,0,8,0,45,7,8,2,4,1,1,16,12,6,2,0,3,0,2,0,0
2019-10-08 01:15:00,6,2,1,1,1,15,8,0,66,4,4,2,8,3,6,8,0,3,0,0,0,1,0,2,0
2019-10-08 01:30:00,7,0,1,1,1,30,8,0,85,6,2,9,17,3,4,13,4,5,0,1,2,0,1,3,0
2019-10-08 01:45:00,2,0,1,1,1,45,8,0,107,13,2,1,14,0,4,7,2,1,0,0,0,0,1,1,0
2019-10-08 02:00:00,2,0,1,1,2,0,8,0,215,4,4,7,10,1,1,12,0,3,0,2,0,0,0,2,0
2019-10-08 02:15:00,4,0,1,1,2,15,8,0,150,15,3,2,8,2,2,12,2,0,3,1,1,1,1,2,1
2019-10-08 02:30:00,3,0,1,1,2,30,8,0,110,3,2,0,6,2,3,3,1,1,1,0,0,0,3,1,0
2019-10-08 02:45:00,7,0,1,1,2,45,8,0,121,10,7,0,7,4,4,12,1,0,0,0,0,0,0,1,0
2019-10-08 03:00:00,2,0,1,1,3,0,8,0,106,13,2,0,6,0,2,9,1,2,0,0,0,0,0,0,0
2019-10-08 03:15:00,5,2,1,1,3,15,8,0,62,7,5,0,12,2,1,14,0,3,0,0,0,2,1,4,1
2019-10-08 03:30:00,7,0,1,1,3,30,8,0,54,4,1,0,4,0,0,6,6,2,1,0,0,0,0,7,0
2019-10-08 03:45:00,2,0,1,1,3,45,8,0,42,3,0,0,9,0,4,2,2,1,2,0,2,0,0,0,0
2019-10-08 04:00:00,1,0,1,1,4,0,8,0,27,3,0,4,5,1,1,3,1,5,0,0,3,0,1,0,0
2019-10-08 04:15:00,4,1,1,1,4,15,8,0,52,2,0,0,1,1,1,5,0,1,0,0,0,2,0,0,1
2019-10-08 04:30:00,2,0,1,1,4,30,8,0,7,4,0,0,4,0,2,2,0,2,2,0,0,1,0,0,0
2019-10-08 04:45:00,4,1,1,1,4,45,8,0,11,0,0,0,0,2,0,3,1,0,11,1,2,0,0,1,1
2019-10-08 05:00:00,0,3,1,1,5,0,8,0,20,1,0,0,3,3,0,2,0,2,1,0,1,0,1,0,2
2019-10-08 05:15:00,0,4,1,1,5,15,8,0,39,1,0,0,2,1,2,1,0,2,0,1,0,3,0,0,1
2019-10-08 05:30:00,0,7,1,1,5,30,8,0,38,5,0,0,3,2,1,1,0,17,6,0,1,1,0,3,1
2019-10-08 05:45:00,0,5,1,1,5,45,8,0,46,0,0,0,1,0,1,1,0,5,11,0,2,5,0,4,6
2019-10-08 06:00:00,0,6,1,1,6,0,8,0,62,2,1,0,1,1,0,1,0,7,9,0,6,1,0,4,2
2019-10-08 06:15:00,0,14,1,1,6,15,8,0,71,3,2,1,3,0,3,1,0,14,24,2,7,2,0,6,7
2019-10-08 06:30:00,0,10,1,1,6,30,8,0,76,1,1,0,2,1,3,1,5,20,34,0,6,1,1,10,12
2019-10-08 06:45:00,0,15,1,1,6,45,8,0,64,10,1,2,4,2,3,1,1,14,28,4,7,2,2,7,19
2019-10-08 07:00:00,1,23,1,1,7,0,8,0,87,12,3,1,3,0,0,2,2,29,45,5,6,3,8,10,14
2019-10-08 07:15:00,3,34,1,1,7,15,8,0,143,7,3,0,2,1,18,2,0,36,89,0,7,2,5,21,16
2019-10-08 07:30:00,1,81,1,1,7,30,8,0,172,11,3,0,3,0,4,2,2,70,123,4,30,6,11,34,28
2019-10-08 07:45:00,4,50,1,1,7,45,8,0,274,8,6,0,6,0,3,1,2,53,144,4,39,13,10,31,56
2019-10-08 08:00:00,0,71,1,1,8,0,8,0,362,19,6,3,7,0,11,12,1,82,167,7,33,10,16,35,55
2019-10-08 08:15:00,5,82,1,1,8,15,8,0,448,17,12,0,16,2,10,5,3,90,188,3,31,11,19,55,62
2019-10-08 08:30:00,7,76,1,1,8,30,8,0,548,31,10,0,15,1,17,12,8,77,214,10,39,8,26,51,84
2019-10-08 08:45:00,2,86,1,1,8,45,8,0,539,23,19,4,10,0,11,10,2,81,172,3,43,7,10,47,51
2019-10-08 09:00:00,6,91,1,1,9,0,8,0,654,20,9,3,13,2,9,5,10,106,212,5,39,14,31,68,55
2019-10-08 09:15:00,7,84,1,1,9,15,8,0,747,23,14,4,11,3,10,7,5,103,134,3,35,7,18,45,53
2019-10-08 09:30:00,15,64,1,1,9,30,8,0,709,17,21,1,12,1,14,9,6,95,141,8,50,9,29,47,55
2019-10-08 09:45:00,7,53,1,1,9,45,8,0,728,22,14,3,15,2,17,7,2,81,108,10,33,4,20,45,32
2019-10-08 10:00:00,6,46,1,1,10,0,8,0,624,16,8,1,10,3,6,6,6,62,87,5,21,9,13,41,21
2019-10-08 10:15:00,8,54,1,1,10,15,8,0,612,8,9,0,16,0,2,13,1,54,66,4,29,5,11,48,25
2019-10-08 10:30:00,7,37,1,1,10,30,8,0,563,10,11,1,6,0,11,13,5,40,46,7,29,5,12,23,23
2019-10-08 10:45:00,9,16,1,1,10,45,8,0,585,18,10,1,7,0,11,7,7,44,34,1,31,6,12,35,20
2019-10-08 11:00:00,9,21,1,1,11,0,8,0,437,13,17,0,8,2,2,7,5,27,31,5,21,4,4,23,17
2019-10-08 11:15:00,14,33,1,1,11,15,8,0,375,12,16,0,9,1,12,11,5,33,25,2,21,10,10,39,20
2019-10-08 11:30:00,14,28,1,1,11,30,8,0,415,24,34,1,22,0,7,13,7,44,23,3,22,11,10,45,16
2019-10-08 11:45:00,13,18,1,1,11,45,8,0,543,18,17,1,16,0,10,14,13,26,36,2,25,8,14,37,13
2019-10-08 12:00:00,25,23,1,1,12,0,8,0,462,25,32,1,12,1,12,11,14,31,36,0,25,14,16,39,11
2019-10-08 12:15:00,19,22,1,1,12,15,8,0,438,24,26,0,8,3,6,12,12,41,25,2,18,8,10,38,22
2019-10-08 12:30:00,10,19,1,1,12,30,8,0,472,15,15,0,15,0,5,10,12,26,32,8,18,5,7,30,8
2019-10-08 12:45:00,14,12,1,1,12,45,8,0,399,16,14,4,18,0,8,12,2,22,17,0,14,2,10,29,15
2019-10-08 13:00:00,17,18,1,1,13,0,8,0,313,15,27,1,18,2,10,21,7,26,18,4,18,7,10,34,14
2019-10-08 13:15:00,12,28,1,1,13,15,8,0,268,22,20,1,19,2,10,15,5,32,34,6,14,6,11,33,16
2019-10-08 13:30:00,20,22,1,1,13,30,8,0,274,14,21,3,16,3,5,22,11,43,28,7,15,6,14,30,17
2019-10-08 13:45:00,21,22,1,1,13,45,8,0,314,20,13,0,14,4,11,14,9,26,27,2,4,7,9,15,16
2019-10-08 14:00:00,14,16,1,1,14,0,8,0,448,14,14,3,20,3,11,18,12,15,27,6,27,4,8,17,14
2019-10-08 14:15:00,19,21,1,1,14,15,8,0,300,30,20,0,15,3,7,21,10,25,26,2,10,8,9,16,5
2019-10-08 14:30:00,15,12,1,1,14,30,8,0,280,31,23,5,8,0,8,20,7,24,18,3,16,5,5,41,10
2019-10-08 14:45:00,11,10,1,1,14,45,8,0,241,30,18,2,14,3,4,15,3,14,19,2,23,3,9,13,10
2019-10-08 15:00:00,8,17,1,1,15,0,8,0,337,17,7,0,11,0,8,9,9,21,10,2,12,9,9,24,13
2019-10-08 15:15:00,19,12,1,1,15,15,8,0,318,22,14,5,14,1,6,21,12,23,28,0,14,9,12,24,15
2019-10-08 15:30:00,13,13,1,1,15,30,8,0,321,23,22,2,15,0,5,17,9,17,16,2,16,11,15,35,10
2019-10-08 15:45:00,12,17,1,1,15,45,8,0,328,21,15,2,11,2,8,24,19,14,14,3,23,12,9,15,7
2019-10-08 16:00:00,23,14,1,1,16,0,8,0,352,34,31,4,12,2,8,20,5,13,17,1,17,5,14,28,5
2019-10-08 16:15:00,18,25,1,1,16,15,8,0,173,33,28,3,14,2,3,18,15,16,15,5,9,7,21,20,9
2019-10-08 16:30:00,20,16,1,1,16,30,8,0,186,34,37,3,21,9,12,24,14,34,12,1,21,9,21,18,13
2019-10-08 16:45:00,30,26,1,1,16,45,8,0,151,22,30,0,16,11,12,27,9,29,14,2,17,7,15,21,9
2019-10-08 17:00:00,7,20,1,1,17,0,8,0,654,10,25,4,21,6,6,22,29,21,8,1,21,5,18,14,9
2019-10-08 17:15:00,32,15,1,1,17,15,8,0,846,60,86,5,24,4,10,32,21,32,13,4,32,2,18,27,11
2019-10-08 17:30:00,48,18,1,1,17,30,8,0,420,38,74,10,15,10,22,50,44,21,23,4,24,6,22,28,11
2019-10-08 17:45:00,42,9,1,1,17,45,8,0,422,44,60,7,23,4,16,36,22,27,13,3,19,7,18,29,6
2019-10-08 18:00:00,82,33,1,1,18,0,8,0,285,51,115,4,43,4,26,68,48,49,16,6,33,17,42,53,29
2019-10-08 18:15:00,52,20,1,1,18,15,8,0,102,60,89,1,53,8,28,51,46,26,12,4,34,10,22,76,13
2019-10-08 18:30:00,12,12,1,1,18,30,8,0,353,23,30,0,8,11,8,16,5,23,4,2,24,4,18,36,9
2019-10-08 18:45:00,32,18,1,1,18,45,8,0,574,51,66,7,33,5,22,51,27,34,12,2,24,10,12,44,20
2019-10-08 19:00:00,39,7,1,1,19,0,8,0,482,52,61,3,22,4,27,56,33,49,4,3,19,4,15,25,7
2019-10-08 19:15:00,49,18,1,1,19,15,8,0,201,70,100,13,40,12,21,41,28,28,17,5,24,12,24,26,5
2019-10-08 19:30:00,28,12,1,1,19,30,8,0,574,29,43,3,16,9,19,29,19,28,4,4,19,7,11,12,6
2019-10-08 19:45:00,22,16,1,1,19,45,8,0,704,36,67,7,27,6,22,20,14,27,8,4,25,3,11,17,8
2019-10-08 20:00:00,29,6,1,1,20,0,8,0,444,69,82,10,40,7,27,27,20,30,9,1,22,6,15,16,5
2019-10-08 20:15:00,28,6,1,1,20,15,8,0,611,24,30,6,12,8,27,38,17,18,8,8,16,1,14,20,4
2019-10-08 20:30:00,22,2,1,1,20,30,8,0,449,39,41,7,30,7,16,25,31,23,14,1,20,3,10,15,8
2019-10-08 20:45:00,46,5,1,1,20,45,8,0,519,64,51,7,31,10,18,44,18,15,5,2,21,4,7,22,6
2019-10-08 21:00:00,42,7,1,1,21,0,8,0,372,60,59,11,36,5,32,43,31,20,7,2,13,7,11,10,12
2019-10-08 21:15:00,29,4,1,1,21,15,8,0,210,80,34,9,28,8,28,56,44,22,8,2,27,5,6,17,13
2019-10-08 21:30:00,27,7,1,1,21,30,8,0,289,42,23,5,17,8,19,27,19,15,10,3,20,4,7,13,7
2019-10-08 21:45:00,49,4,1,1,21,45,8,0,321,64,27,6,34,14,29,45,39,22,2,1,11,4,21,17,12
2019-10-08 22:00:00,30,12,1,1,22,0,8,0,211,69,46,7,19,14,19,39,38,25,5,5,20,8,10,20,9
2019-10-08 22:15:00,14,8,1,1,22,15,8,0,259,38,23,6,23,6,10,17,16,20,3,3,12,3,5,6,10
2019-10-08 22:30:00,28,1,1,1,22,30,8,0,331,63,35,9,32,7,13,46,17,13,5,1,25,6,7,16,10
2019-10-08 22:45:00,16,2,1,1,22,45,8,0,337,35,19,9,17,5,7,29,24,4,3,1,17,2,2,5,4
2019-10-08 23:00:00,6,3,1,1,23,0,8,0,435,21,18,10,7,3,8,22,10,10,3,3,17,4,4,5,2
2019-10-08 23:15:00,9,4,1,1,23,15,8,0,481,35,22,9,28,2,12,39,12,10,6,0,8,1,1,3,3
2019-10-08 23:30:00,13,0,1,1,23,30,8,0,335,33,13,9,20,4,12,17,7,9,0,2,8,0,2,5,3
2019-10-08 23:45:00,8,2,1,1,23,45,8,0,216,19,15,3,13,7,6,9,9,3,2,3,6,2,1,7,5
2019-10-09 00:00:00,9,2,1,2,0,0,9,0,201,10,12,5,25,5,6,13,11,4,1,1,3,5,4,7,0
2019-10-09 00:15:00,7,4,1,2,0,15,9,0,177,25,15,4,11,6,7,9,14,3,3,0,1,3,2,1,1
2019-10-09 00:30:00,15,2,1,2,0,30,9,0,126,19,15,5,17,3,12,18,10,3,4,7,9,2,2,5,1
2019-10-09 00:45:00,2,1,1,2,0,45,9,0,96,11,4,2,9,11,5,7,4,3,3,0,9,0,0,6,3
2019-10-09 01:00:00,7,1,1,2,1,0,9,0,95,9,6,0,9,2,2,15,7,4,2,1,5,0,0,2,1
2019-10-09 01:15:00,6,1,1,2,1,15,9,0,71,9,3,1,8,3,2,14,6,3,0,2,3,0,3,0,1
2019-10-09 01:30:00,2,0,1,2,1,30,9,0,102,14,3,1,16,6,4,16,3,4,1,1,2,1,3,3,1
2019-10-09 01:45:00,8,0,1,2,1,45,9,0,129,2,8,3,8,1,1,12,0,3,0,0,2,0,0,2,0
2019-10-09 02:00:00,5,0,1,2,2,0,9,0,127,9,1,2,11,2,0,5,0,2,0,0,3,0,1,1,1
2019-10-09 02:15:00,3,0,1,2,2,15,9,0,142,3,2,1,16,3,1,8,1,3,0,0,1,1,0,0,0
2019-10-09 02:30:00,2,0,1,2,2,30,9,0,133,7,4,2,8,0,3,7,0,5,1,1,2,0,1,3,1
2019-10-09 02:45:00,5,0,1,2,2,45,9,0,149,7,3,0,10,0,2,11,1,0,0,0,1,2,2,0,0
2019-10-09 03:00:00,1,0,1,2,3,0,9,0,75,7,4,1,18,6,1,13,1,1,0,0,0,0,1,0,1
2019-10-09 03:15:00,3,0,1,2,3,15,9,0,92,8,2,1,8,1,3,4,2,3,0,0,0,1,0,0,1
2019-10-09 03:30:00,1,0,1,2,3,30,9,0,99,6,0,0,5,2,1,1,1,2,0,0,2,0,1,2,0
2019-10-09 03:45:00,1,4,1,2,3,45,9,0,95,0,0,1,12,3,0,1,0,1,1,0,3,0,0,1,0
2019-10-09 04:00:00,1,3,1,2,4,0,9,0,72,4,0,0,4,2,0,1,0,1,1,0,1,0,0,1,1
2019-10-09 04:15:00,1,0,1,2,4,15,9,0,40,2,1,2,1,1,3,2,0,3,0,0,1,0,0,0,0
2019-10-09 04:30:00,2,1,1,2,4,30,9,0,29,3,1,0,2,0,1,1,0,1,0,0,1,1,0,1,0
2019-10-09 04:45:00,0,0,1,2,4,45,9,0,34,1,0,0,2,2,0,1,0,0,0,1,3,1,0,1,0
2019-10-09 05:00:00,2,4,1,2,5,0,9,0,18,3,0,1,3,1,0,1,1,5,0,0,1,0,1,0,0
2019-10-09 05:15:00,0,2,1,2,5,15,9,0,22,2,0,1,2,1,1,1,0,3,1,2,1,0,0,2,3
2019-10-09 05:30:00,0,5,1,2,5,30,9,0,26,2,0,0,1,0,0,0,0,16,6,0,3,2,1,4,2
2019-10-09 05:45:00,4,3,1,2,5,45,9,0,35,4,0,1,3,2,3,1,1,7,11,0,0,2,1,9,2
2019-10-09 06:00:00,0,7,1,2,6,0,9,0,50,2,1,0,4,1,0,0,2,5,7,0,2,1,0,5,9
2019-10-09 06:15:00,1,9,1,2,6,15,9,0,41,3,2,0,0,1,4,1,0,23,8,3,5,1,4,6,4
2019-10-09 06:30:00,1,12,1,2,6,30,9,0,23,3,3,0,7,1,5,2,1,22,27,2,6,2,1,8,13
2019-10-09 06:45:00,0,13,1,2,6,45,9,0,69,7,1,1,0,0,4,2,0,16,21,4,7,2,3,2,14
2019-10-09 07:00:00,0,27,1,2,7,0,9,0,79,7,0,0,3,2,4,2,0,14,50,6,9,8,9,9,16
2019-10-09 07:15:00,0,44,1,2,7,15,9,0,94,14,2,2,2,4,5,3,1,40,73,6,10,3,3,18,17
2019-10-09 07:30:00,3,78,1,2,7,30,9,0,157,8,4,1,5,0,17,2,8,68,147,25,28,14,15,39,40
2019-10-09 07:45:00,2,55,1,2,7,45,9,0,322,11,1,2,8,1,2,2,1,59,115,19,24,14,11,21,44
2019-10-09 08:00:00,2,83,1,2,8,0,9,0,282,22,11,3,5,0,11,9,4,82,197,17,47,21,14,40,48
2019-10-09 08:15:00,1,72,1,2,8,15,9,0,436,21,6,1,6,0,17,10,3,116,204,12,55,21,20,51,51
2019-10-09 08:30:00,2,121,1,2,8,30,9,0,441,17,19,0,22,3,15,7,7,102,262,17,54,29,27,67,71
2019-10-09 08:45:00,7,68,1,2,8,45,9,0,521,29,8,4,12,0,15,4,8,87,161,18,39,10,16,46,55
2019-10-09 09:00:00,4,75,1,2,9,0,9,0,647,28,18,1,15,1,9,5,5,103,207,9,46,16,20,40,56
2019-10-09 09:15:00,12,88,1,2,9,15,9,0,709,28,30,1,9,1,27,5,6,130,174,15,69,13,17,64,50
2019-10-09 09:30:00,3,67,1,2,9,30,9,0,787,21,16,1,12,1,15,6,8,100,134,12,41,10,24,35,47
2019-10-09 09:45:00,8,55,1,2,9,45,9,0,845,17,19,2,9,3,7,10,5,80,124,14,46,10,31,48,47
2019-10-09 10:00:00,8,45,1,2,10,0,9,0,767,15,11,0,11,1,9,9,7,76,97,12,34,6,29,50,31
2019-10-09 10:15:00,5,57,1,2,10,15,9,0,583,9,8,0,10,0,7,11,3,50,67,8,18,9,21,45,37
2019-10-09 10:30:00,8,28,1,2,10,30,9,0,633,15,12,0,8,1,7,8,4,31,53,7,31,9,12,73,29
2019-10-09 10:45:00,8,29,1,2,10,45,9,0,541,15,14,2,7,1,4,9,4,28,60,7,20,4,15,33,11
2019-10-09 11:00:00,7,26,1,2,11,0,9,0,498,20,8,2,8,2,9,6,7,31,41,10,27,7,16,29,28
2019-10-09 11:15:00,7,36,1,2,11,15,9,0,570,18,20,1,14,0,8,4,0,43,34,7,27,7,16,38,21
2019-10-09 11:30:00,20,33,1,2,11,30,9,0,494,22,26,2,9,0,17,17,7,50,31,9,25,14,14,28,13
2019-10-09 11:45:00,16,31,1,2,11,45,9,0,395,25,40,1,8,0,8,17,9,61,20,7,20,12,18,48,15
2019-10-09 12:00:00,20,27,1,2,12,0,9,0,663,22,21,2,16,2,11,15,12,50,38,7,22,11,12,36,28
2019-10-09 12:15:00,16,12,1,2,12,15,9,0,578,24,31,7,18,1,6,11,5,41,30,4,25,15,18,39,16
2019-10-09 12:30:00,14,21,1,2,12,30,9,0,438,13,20,2,14,3,7,8,19,34,30,15,23,13,14,39,19
2019-10-09 12:45:00,8,21,1,2,12,45,9,0,498,19,23,3,13,3,9,8,5,28,31,4,18,7,9,35,10
2019-10-09 13:00:00,12,18,1,2,13,0,9,0,436,16,19,5,7,0,6,19,10,25,27,9,19,9,8,31,15
2019-10-09 13:15:00,7,27,1,2,13,15,9,0,358,21,21,2,14,2,13,10,15,34,28,8,18,6,7,25,14
2019-10-09 13:30:00,13,32,1,2,13,30,9,0,238,29,25,5,30,0,10,26,9,35,34,7,20,6,13,33,19
2019-10-09 13:45:00,6,25,1,2,13,45,9,0,364,19,15,2,16,6,4,10,7,26,20,4,22,6,10,11,5
2019-10-09 14:00:00,14,21,1,2,14,0,9,0,441,23,22,8,12,4,8,25,14,28,25,3,17,4,5,31,13
2019-10-09 14:15:00,13,28,1,2,14,15,9,0,383,25,21,2,17,1,6,22,13,32,21,8,19,10,9,27,8
2019-10-09 14:30:00,13,24,1,2,14,30,9,0,347,25,18,9,16,4,7,23,10,16,33,3,15,7,11,35,13
2019-10-09 14:45:00,16,17,1,2,14,45,9,0,372,18,13,3,10,4,5,18,13,19,17,6,18,3,14,23,7
2019-10-09 15:00:00,21,15,1,2,15,0,9,0,360,26,20,3,17,3,4,26,5,16,11,3,11,8,8,19,6
2019-10-09 15:15:00,5,10,1,2,15,15,9,0,314,24,30,10,19,5,14,23,8,30,15,5,21,11,16,18,11
2019-10-09 15:30:00,18,14,1,2,15,30,9,0,236,21,19,4,16,7,18,22,10,28,18,6,18,9,22,29,11
2019-10-09 15:45:00,7,18,1,2,15,45,9,0,283,20,26,8,28,6,10,16,9,20,14,3,13,2,13,32,10
2019-10-09 16:00:00,14,16,1,2,16,0,9,0,395,24,25,6,11,6,14,22,6,15,14,1,12,2,15,32,11
2019-10-09 16:15:00,17,14,1,2,16,15,9,0,328,17,27,5,15,5,4,15,16,19,17,5,9,1,15,23,4
2019-10-09 16:30:00,23,18,1,2,16,30,9,0,428,19,32,3,16,10,10,18,13,23,24,4,19,7,13,17,10
2019-10-09 16:45:00,24,17,1,2,16,45,9,0,332,24,41,3,24,12,11,22,14,38,22,4,28,5,12,25,9
2019-10-09 17:00:00,37,14,1,2,17,0,9,0,564,45,39,15,28,8,18,46,28,35,12,1,29,11,20,34,18
2019-10-09 17:15:00,26,21,1,2,17,15,9,0,869,27,55,7,28,9,16,12,31,35,14,5,15,8,10,42,10
2019-10-09 17:30:00,53,26,1,2,17,30,9,0,800,62,116,14,40,10,14,57,43,34,29,1,27,15,33,38,20
2019-10-09 17:45:00,42,26,1,2,17,45,9,0,447,44,67,10,31,7,11,35,42,26,23,5,27,8,16,30,10
2019-10-09 18:00:00,65,21,1,2,18,0,9,0,198,46,88,4,36,8,26,35,37,47,21,3,23,10,30,57,18
2019-10-09 18:15:00,48,20,1,2,18,15,9,0,195,68,68,6,38,9,21,61,25,59,19,3,30,19,22,36,23
2019-10-09 18:30:00,34,35,1,2,18,30,9,0,133,44,50,15,18,13,25,50,33,39,10,2,34,17,22,47,23
2019-10-09 18:45:00,25,21,1,2,18,45,9,0,331,47,55,9,30,6,26,31,21,43,11,3,23,10,32,27,15
2019-10-09 19:00:00,33,20,1,2,19,0,9,0,831,29,43,7,32,0,9,23,18,29,15,2,12,5,13,39,2
2019-10-09 19:15:00,48,16,1,2,19,15,9,0,558,53,79,10,32,8,28,52,35,54,16,3,27,10,20,29,10
2019-10-09 19:30:00,29,25,1,2,19,30,9,0,859,50,67,6,36,5,22,32,14,32,9,5,37,9,11,26,6
2019-10-09 19:45:00,37,12,1,2,19,45,9,0,852,39,55,8,38,7,23,39,18,36,10,6,32,7,16,25,8
2019-10-09 20:00:00,85,25,1,2,20,0,9,0,282,90,107,4,97,6,51,41,33,37,11,4,47,10,15,33,13
2019-10-09 20:15:00,142,21,1,2,20,15,9,0,118,203,202,13,191,13,107,138,53,52,13,0,43,12,24,41,12
2019-10-09 20:30:00,52,13,1,2,20,30,9,0,210,79,67,7,68,16,31,60,30,41,16,9,20,8,29,24,8
2019-10-09 20:45:00,11,6,1,2,20,45,9,0,348,19,15,5,10,3,8,9,13,13,6,5,9,3,6,16,9
2019-10-09 21:00:00,64,7,1,2,21,0,9,0,513,80,65,17,37,6,29,90,45,30,11,1,19,8,13,20,8
2019-10-09 21:15:00,49,14,1,2,21,15,9,0,258,80,43,9,32,15,20,47,18,27,7,3,20,6,11,12,8
2019-10-09 21:30:00,13,8,1,2,21,30,9,0,271,33,18,0,14,4,6,15,13,17,6,1,19,8,18,11,4
2019-10-09 21:45:00,42,7,1,2,21,45,9,0,480,84,53,3,41,12,21,57,20,18,6,4,20,7,16,25,16
2019-10-09 22:00:00,39,14,1,2,22,0,9,0,113,55,40,6,50,20,24,59,26,35,15,4,24,10,3,12,11
2019-10-09 22:15:00,19,6,1,2,22,15,9,0,193,18,11,5,13,7,17,20,8,20,5,0,24,8,2,8,4
2019-10-09 22:30:00,61,10,1,2,22,30,9,0,416,51,34,8,28,10,19,62,13,21,6,1,31,1,5,16,14
2019-10-09 22:45:00,18,7,1,2,22,45,9,0,363,54,20,10,25,10,16,41,16,23,5,1,26,4,10,10,7
2019-10-09 23:00:00,11,7,1,2,23,0,9,0,439,24,9,2,9,2,9,12,4,5,4,0,30,8,1,7,10
2019-10-09 23:15:00,21,7,1,2,23,15,9,0,465,42,22,2,24,8,12,36,15,11,6,4,48,8,12,7,9
2019-10-09 23:30:00,26,2,1,2,23,30,9,0,317,54,26,11,36,12,30,38,21,19,6,0,24,10,3,13,23
2019-10-09 23:45:00,9,3,1,2,23,45,9,0,257,20,27,7,8,3,11,12,15,11,2,2,47,6,2,9,11
2019-10-10 00:00:00,15,3,1,3,0,0,10,0,244,42,6,7,32,3,12,18,9,9,3,3,17,2,0,4,4
2019-10-10 00:15:00,16,3,1,3,0,15,10,0,141,39,22,4,29,13,9,16,13,3,7,0,20,2,9,6,3
2019-10-10 00:30:00,5,0,1,3,0,30,10,0,119,25,5,1,23,5,6,10,10,9,4,0,39,1,4,7,6
2019-10-10 00:45:00,13,0,1,3,0,45,10,0,103,18,4,1,8,13,2,12,8,6,5,0,11,0,1,1,6
