,428,428_end,weekday,dayofweek,hour,minute,day,holiday,freetaxi,377,378,379,427,429,477,478,479,377_end,378_end,379_end,427_end,429_end,477_end,478_end,479_end
2019-10-01 06:45:00,0,4,1,1,6,45,1,0,46,8,2,1,4,2,5,1,4,24,27,3,4,0,1,9,12
2019-10-01 07:00:00,0,24,1,1,7,0,1,0,75,5,0,0,3,0,4,2,1,33,58,3,9,3,3,18,15
2019-10-01 07:15:00,0,45,1,1,7,15,1,0,114,6,1,0,1,0,4,2,2,29,75,0,15,2,3,23,20
2019-10-01 07:30:00,3,53,1,1,7,30,1,0,116,9,7,0,8,0,16,4,4,39,118,1,23,5,10,33,29
2019-10-01 07:45:00,0,75,1,1,7,45,1,0,326,9,2,1,4,1,7,3,2,49,150,2,16,10,2,37,50
2019-10-01 08:00:00,4,92,1,1,8,0,1,0,325,20,4,0,7,0,22,13,3,108,263,8,34,8,17,73,52
2019-10-01 08:15:00,2,218,1,1,8,15,1,0,301,41,29,1,49,0,18,14,18,210,542,13,111,45,60,123,170
2019-10-01 08:30:00,5,106,1,1,8,30,1,0,257,25,13,0,20,0,17,10,6,92,238,7,42,8,17,52,76
2019-10-01 08:45:00,5,75,1,1,8,45,1,0,462,22,11,1,6,2,12,7,8,71,182,7,49,2,24,57,52
2019-10-01 09:00:00,8,76,1,1,9,0,1,0,688,27,9,2,14,0,9,8,7,61,150,4,55,5,20,45,49
2019-10-01 09:15:00,3,67,1,1,9,15,1,0,874,27,12,1,11,2,13,8,3,97,181,6,66,7,40,53,50
2019-10-01 09:30:00,14,58,1,1,9,30,1,0,759,17,17,0,14,1,10,18,9,93,109,1,61,7,24,43,36
2019-10-01 09:45:00,3,60,1,1,9,45,1,0,774,21,9,0,15,0,8,13,1,68,101,2,29,8,13,51,31
2019-10-01 10:00:00,4,54,1,1,10,0,1,0,712,16,8,1,7,1,9,4,3,56,70,5,38,4,12,51,55
2019-10-01 10:15:00,1,51,1,1,10,15,1,0,516,11,14,1,9,0,9,5,2,47,59,6,24,3,16,43,36
2019-10-01 10:30:00,7,35,1,1,10,30,1,0,496,9,12,2,8,0,6,7,5,29,39,4,16,3,18,26,24
2019-10-01 10:45:00,5,25,1,1,10,45,1,0,407,14,16,1,4,0,7,3,5,30,51,3,19,4,15,28,27
2019-10-01 11:00:00,6,20,1,1,11,0,1,0,258,13,17,0,6,1,9,14,1,27,42,7,20,7,18,28,7
2019-10-01 11:15:00,7,21,1,1,11,15,1,0,374,18,13,0,8,4,5,10,3,29,30,7,20,13,10,37,12
2019-10-01 11:30:00,17,40,1,1,11,30,1,0,369,24,25,1,7,0,10,7,3,47,20,6,27,7,10,49,13
2019-10-01 11:45:00,8,33,1,1,11,45,1,0,450,12,26,0,13,1,5,9,8,36,22,3,21,8,8,38,13
2019-10-01 12:00:00,17,18,1,1,12,0,1,0,667,11,26,1,5,0,10,9,17,33,17,2,18,2,20,42,10
2019-10-01 12:15:00,22,17,1,1,12,15,1,0,421,14,18,0,16,0,0,14,13,28,20,3,21,16,10,41,6
2019-10-01 12:30:00,13,11,1,1,12,30,1,0,378,18,12,0,9,2,6,13,7,21,23,3,19,5,9,32,8
2019-10-01 12:45:00,10,14,1,1,12,45,1,0,373,18,16,1,11,5,11,13,2,18,39,7,13,4,10,28,7
2019-10-01 13:00:00,11,17,1,1,13,0,1,0,206,23,21,1,11,0,5,20,7,15,20,2,14,5,21,32,10
2019-10-01 13:15:00,12,19,1,1,13,15,1,0,359,15,21,0,8,1,7,19,10,24,37,1,21,6,13,28,14
2019-10-01 13:30:00,9,18,1,1,13,30,1,0,248,19,18,2,11,3,9,17,15,26,26,5,33,5,10,24,20
2019-10-01 13:45:00,11,21,1,1,13,45,1,0,282,19,13,2,21,0,10,20,10,20,18,7,17,4,10,21,14
2019-10-01 14:00:00,15,12,1,1,14,0,1,0,352,25,29,1,10,3,5,19,6,24,23,1,20,4,10,17,9
2019-10-01 14:15:00,13,26,1,1,14,15,1,0,238,25,17,1,17,1,5,19,10,21,17,3,15,5,5,26,6
2019-10-01 14:30:00,9,18,1,1,14,30,1,0,360,29,25,2,9,1,8,32,9,17,15,5,16,8,13,23,15
2019-10-01 14:45:00,11,21,1,1,14,45,1,0,382,18,15,8,18,2,11,19,9,11,18,5,12,11,9,20,13
2019-10-01 15:00:00,14,14,1,1,15,0,1,0,316,23,18,0,8,1,14,16,6,26,22,2,10,4,11,25,5
2019-10-01 15:15:00,21,13,1,1,15,15,1,0,254,17,18,2,15,4,10,22,10,10,21,4,11,5,11,20,12
2019-10-01 15:30:00,19,20,1,1,15,30,1,0,341,26,26,3,9,2,10,21,8,19,18,7,10,4,17,25,12
2019-10-01 15:45:00,20,14,1,1,15,45,1,0,316,16,15,1,16,3,16,11,6,22,9,1,13,6,10,24,11
2019-10-01 16:00:00,25,12,1,1,16,0,1,0,296,24,21,4,9,2,12,14,8,25,10,1,15,8,11,21,2
2019-10-01 16:15:00,7,16,1,1,16,15,1,0,226,22,26,1,10,2,8,18,10,20,12,2,7,7,8,23,7
2019-10-01 16:30:00,15,11,1,1,16,30,1,0,367,20,22,0,9,3,12,11,15,11,9,2,8,6,18,13,9
2019-10-01 16:45:00,36,18,1,1,16,45,1,0,185,51,61,2,34,3,3,28,18,20,10,3,22,9,8,17,9
2019-10-01 17:00:00,16,9,1,1,17,0,1,0,408,21,21,8,16,5,14,25,15,26,15,3,22,16,9,15,8
2019-10-01 17:15:00,19,14,1,1,17,15,1,0,711,32,59,3,17,7,15,24,16,37,21,4,23,6,16,20,12
2019-10-01 17:30:00,45,16,1,1,17,30,1,0,484,68,95,7,22,3,14,32,51,28,6,11,14,8,14,24,11
2019-10-01 17:45:00,37,9,1,1,17,45,1,0,213,39,72,3,20,3,9,44,11,33,12,3,18,7,14,24,15
2019-10-01 18:00:00,66,13,1,1,18,0,1,0,172,70,84,13,26,6,18,50,44,39,15,2,29,6,22,31,11
2019-10-01 18:15:00,24,26,1,1,18,15,1,0,154,39,54,12,20,5,21,50,25,39,17,2,29,6,11,16,11
2019-10-01 18:30:00,33,14,1,1,18,30,1,0,126,57,48,3,18,17,6,41,38,30,7,1,31,4,21,26,5
2019-10-01 18:45:00,22,19,1,1,18,45,1,0,247,57,56,11,20,4,17,22,29,28,11,2,31,8,28,28,8
2019-10-01 19:00:00,24,16,1,1,19,0,1,0,524,39,49,1,11,2,21,17,11,36,12,1,22,4,18,20,6
2019-10-01 19:15:00,37,20,1,1,19,15,1,0,241,54,81,4,29,5,25,36,41,29,6,5,32,3,25,32,8
2019-10-01 19:30:00,25,15,1,1,19,30,1,0,451,46,56,5,35,7,26,35,31,26,4,4,25,11,14,33,3
2019-10-01 19:45:00,27,10,1,1,19,45,1,0,552,51,46,5,32,8,15,14,12,22,6,2,19,3,9,15,4
2019-10-01 20:00:00,37,8,1,1,20,0,1,0,359,35,45,8,32,8,22,43,35,20,9,3,18,3,11,14,10
2019-10-01 20:15:00,30,11,1,1,20,15,1,0,437,30,51,3,28,3,18,41,39,26,3,6,26,9,9,21,4
2019-10-01 20:30:00,16,12,1,1,20,30,1,0,388,33,39,1,15,1,5,11,6,14,3,1,27,6,5,21,1
2019-10-01 20:45:00,39,10,1,1,20,45,1,0,460,49,48,9,29,6,11,30,24,25,6,3,17,4,16,11,13
2019-10-01 21:00:00,42,8,1,1,21,0,1,0,409,52,39,11,29,11,23,48,30,22,10,3,22,17,8,22,9
2019-10-01 21:15:00,17,5,1,1,21,15,1,0,211,65,32,8,16,8,5,24,9,30,3,3,12,5,8,21,6
2019-10-01 21:30:00,21,7,1,1,21,30,1,0,214,38,27,4,20,7,12,31,22,15,6,4,18,5,8,15,5
2019-10-01 21:45:00,27,8,1,1,21,45,1,0,236,53,9,13,35,11,10,58,21,14,9,2,18,5,14,5,9
2019-10-01 22:00:00,28,8,1,1,22,0,1,0,136,37,40,5,22,8,9,18,13,13,6,2,15,4,8,14,1
2019-10-01 22:15:00,13,3,1,1,22,15,1,0,372,22,17,4,18,7,8,22,34,17,5,1,16,1,4,10,0
2019-10-01 22:30:00,31,2,1,1,22,30,1,0,400,47,14,6,24,12,12,48,26,12,4,2,7,4,4,14,7
2019-10-01 22:45:00,20,9,1,1,22,45,1,0,376,55,14,6,14,6,10,16,1,7,8,2,12,0,4,10,6
2019-10-01 23:00:00,14,4,1,1,23,0,1,0,592,33,12,3,29,3,11,13,4,7,2,1,9,0,5,11,1
2019-10-01 23:15:00,25,1,1,1,23,15,1,0,494,39,34,3,14,8,13,34,18,6,1,0,12,4,7,9,4
2019-10-01 23:30:00,28,1,1,1,23,30,1,0,280,26,24,6,24,1,13,23,8,8,0,1,8,2,6,8,1
2019-10-01 23:45:00,20,7,1,1,23,45,1,0,326,15,4,1,21,1,5,17,8,17,3,2,5,3,4,4,0
2019-10-02 00:00:00,14,1,1,2,0,0,2,0,203,22,17,5,23,7,11,21,13,6,2,1,6,3,11,4,0
2019-10-02 00:15:00,10,3,1,2,0,15,2,0,121,11,14,0,9,3,5,16,9,5,3,0,6,1,1,4,0
2019-10-02 00:30:00,13,0,1,2,0,30,2,0,80,22,14,4,18,3,2,9,13,9,1,1,6,0,2,9,1
2019-10-02 00:45:00,9,0,1,2,0,45,2,0,67,10,7,1,10,4,2,14,3,3,1,0,5,0,4,8,0
2019-10-02 01:00:00,15,1,1,2,1,0,2,0,66,12,4,3,10,1,4,11,1,3,2,1,3,3,4,5,1
2019-10-02 01:15:00,6,1,1,2,1,15,2,0,43,6,3,2,19,4,1,4,5,4,4,5,6,1,2,3,0
2019-10-02 01:30:00,12,0,1,2,1,30,2,0,61,9,3,0,8,1,2,4,4,2,0,6,5,1,0,2,0
2019-10-02 01:45:00,8,0,1,2,1,45,2,0,166,9,6,5,8,3,1,6,9,0,0,0,0,2,1,3,0
2019-10-02 02:00:00,1,2,1,2,2,0,2,0,182,7,6,0,10,3,1,4,1,3,0,1,1,3,2,2,0
2019-10-02 02:15:00,8,0,1,2,2,15,2,0,91,6,6,3,14,0,1,12,5,1,1,0,1,2,0,0,2
2019-10-02 02:30:00,3,0,1,2,2,30,2,0,67,2,5,2,7,1,0,10,2,0,0,0,0,0,0,0,0
2019-10-02 02:45:00,5,1,1,2,2,45,2,0,45,8,3,0,11,2,2,13,2,0,0,2,0,0,1,1,0
2019-10-02 03:00:00,21,1,1,2,3,0,2,0,36,7,2,3,14,4,1,10,19,4,0,0,0,1,3,1,1
2019-10-02 03:15:00,1,0,1,2,3,15,2,0,62,9,0,0,7,5,4,3,0,4,0,0,1,1,0,1,0
2019-10-02 03:30:00,8,0,1,2,3,30,2,0,67,7,1,1,0,1,0,7,1,5,0,0,1,2,0,1,0
2019-10-02 03:45:00,2,1,1,2,3,45,2,0,100,2,0,1,3,2,0,2,0,0,0,1,2,3,0,0,0
2019-10-02 04:00:00,0,2,1,2,4,0,2,0,105,1,0,3,7,4,1,2,0,0,2,0,2,1,0,1,0
2019-10-02 04:15:00,3,1,1,2,4,15,2,0,82,0,0,1,1,1,2,2,0,0,0,0,1,0,0,0,0
2019-10-02 04:30:00,2,0,1,2,4,30,2,0,31,1,1,3,2,4,2,0,0,0,0,0,0,0,1,2,2
2019-10-02 04:45:00,1,1,1,2,4,45,2,0,53,5,1,0,2,2,1,0,0,2,0,1,0,1,2,4,0
2019-10-02 05:00:00,2,3,1,2,5,0,2,0,14,3,0,0,6,5,1,4,0,5,1,0,1,2,0,0,1
2019-10-02 05:15:00,2,2,1,2,5,15,2,0,19,0,0,2,3,2,0,1,0,6,2,1,3,0,0,1,1
2019-10-02 05:30:00,3,8,1,2,5,30,2,0,8,4,0,0,0,3,0,1,0,6,5,0,2,5,0,3,1
2019-10-02 05:45:00,0,3,1,2,5,45,2,0,33,3,0,0,3,2,6,1,0,11,8,2,4,0,3,2,2
2019-10-02 06:00:00,0,7,1,2,6,0,2,0,23,0,1,0,1,2,1,1,0,5,2,2,4,2,0,1,2
2019-10-02 06:15:00,1,7,1,2,6,15,2,0,66,3,1,0,6,1,0,6,1,19,9,3,5,0,2,9,8
2019-10-02 06:30:00,1,19,1,2,6,30,2,0,43,1,1,1,1,0,5,2,0,25,24,4,9,1,3,6,4
2019-10-02 06:45:00,0,18,1,2,6,45,2,0,93,8,2,0,1,1,8,4,3,7,31,0,5,1,0,15,19
2019-10-02 07:00:00,1,18,1,2,7,0,2,0,87,8,1,0,5,0,0,0,1,26,60,2,10,4,2,7,15
2019-10-02 07:15:00,0,40,1,2,7,15,2,0,112,9,4,0,3,0,8,5,0,30,65,1,9,7,3,23,31
2019-10-02 07:30:00,0,47,1,2,7,30,2,0,128,11,5,3,7,0,7,3,1,51,114,8,20,6,7,35,30
2019-10-02 07:45:00,2,18,1,2,7,45,2,0,54,1,1,0,0,1,3,0,2,12,45,1,5,1,1,10,8
2019-10-02 08:00:00,8,94,1,2,8,0,2,0,214,14,11,0,7,0,18,7,7,91,210,8,32,12,20,54,93
2019-10-02 08:15:00,1,71,1,2,8,15,2,0,282,33,9,0,12,1,6,10,7,76,188,4,32,10,18,43,56
2019-10-02 08:30:00,3,82,1,2,8,30,2,0,423,26,15,0,8,1,8,11,3,94,187,13,49,10,23,45,68
2019-10-02 08:45:00,6,84,1,2,8,45,2,0,448,23,9,1,11,0,17,9,3,79,167,2,41,4,20,50,39
2019-10-02 09:00:00,3,62,1,2,9,0,2,0,648,32,7,4,16,1,16,6,10,90,200,7,52,12,14,61,42
2019-10-02 09:15:00,7,77,1,2,9,15,2,0,722,33,16,1,7,0,7,9,5,129,184,6,58,9,26,56,81
2019-10-02 09:30:00,11,59,1,2,9,30,2,0,792,29,14,1,17,2,14,14,1,86,151,10,44,6,26,63,43
2019-10-02 09:45:00,5,41,1,2,9,45,2,0,825,20,11,0,6,3,15,9,9,62,105,5,40,4,21,39,25
2019-10-02 10:00:00,6,47,1,2,10,0,2,0,692,14,10,0,6,0,8,5,6,60,87,4,37,1,11,50,35
2019-10-02 10:15:00,4,48,1,2,10,15,2,0,515,11,16,0,6,2,7,8,5,68,76,8,36,7,12,46,33
2019-10-02 10:30:00,5,34,1,2,10,30,2,0,538,17,10,0,13,0,7,9,4,40,52,14,25,11,7,38,24
2019-10-02 10:45:00,3,23,1,2,10,45,2,0,491,18,8,1,9,0,3,3,5,32,26,5,18,3,8,42,12
2019-10-02 11:00:00,13,27,1,2,11,0,2,0,408,17,10,1,3,0,6,7,3,29,44,7,20,6,5,29,14
2019-10-02 11:15:00,11,32,1,2,11,15,2,0,355,20,22,0,9,0,12,6,5,37,35,5,29,11,9,47,26
2019-10-02 11:30:00,10,23,1,2,11,30,2,0,315,21,21,0,16,0,11,8,4,28,39,5,25,13,13,44,26
2019-10-02 11:45:00,11,30,1,2,11,45,2,0,478,17,38,1,8,1,13,13,15,53,33,6,39,12,26,43,24
2019-10-02 12:00:00,18,23,1,2,12,0,2,0,525,16,41,1,10,2,3,6,12,30,32,2,20,7,19,24,12
2019-10-02 12:15:00,15,28,1,2,12,15,2,0,504,18,14,1,11,2,7,16,10,32,38,12,14,7,13,31,10
2019-10-02 12:30:00,5,21,1,2,12,30,2,0,526,24,19,1,12,1,8,11,2,24,15,8,17,5,12,29,12
2019-10-02 12:45:00,15,13,1,2,12,45,2,0,391,23,21,2,6,0,13,19,6,25,27,9,10,8,15,25,8
2019-10-02 13:00:00,7,25,1,2,13,0,2,0,316,25,14,2,12,1,5,16,5,37,23,3,22,10,11,32,13
2019-10-02 13:15:00,10,25,1,2,13,15,2,0,295,23,14,0,17,6,9,32,10,41,32,6,20,11,12,33,19
2019-10-02 13:30:00,9,28,1,2,13,30,2,0,364,25,22,0,10,2,12,15,8,36,38,4,20,8,19,29,17
2019-10-02 13:45:00,13,20,1,2,13,45,2,0,352,24,11,3,16,2,3,16,9,19,37,1,19,1,17,24,7
2019-10-02 14:00:00,15,27,1,2,14,0,2,0,370,32,26,3,17,2,13,19,5,24,28,6,13,7,8,35,11
2019-10-02 14:15:00,6,26,1,2,14,15,2,0,345,24,18,6,12,5,10,33,15,23,27,5,19,7,20,26,17
2019-10-02 14:30:00,17,16,1,2,14,30,2,0,273,16,17,2,8,2,8,21,7,28,27,5,18,9,8,33,17
2019-10-02 14:45:00,12,15,1,2,14,45,2,0,283,17,18,1,17,3,12,22,12,18,21,1,9,8,10,22,8
2019-10-02 15:00:00,11,9,1,2,15,0,2,0,288,29,22,2,24,5,13,17,13,15,14,8,16,9,11,25,8
2019-10-02 15:15:00,12,9,1,2,15,15,2,0,269,21,15,2,12,1,11,18,15,26,19,6,19,4,19,31,7
2019-10-02 15:30:00,15,14,1,2,15,30,2,0,249,23,14,3,22,4,13,15,10,25,16,3,21,8,12,39,7
2019-10-02 15:45:00,8,9,1,2,15,45,2,0,283,13,20,1,12,4,6,16,11,18,15,8,19,4,11,19,4
2019-10-02 16:00:00,30,22,1,2,16,0,2,0,370,38,29,4,11,0,6,24,8,21,10,8,14,8,9,27,12
2019-10-02 16:15:00,33,22,1,2,16,15,2,0,192,24,34,1,22,4,14,26,12,28,9,1,19,3,22,33,16
2019-10-02 16:30:00,29,27,1,2,16,30,2,0,146,55,75,5,26,6,11,18,15,28,21,5,19,6,24,44,9
2019-10-02 16:45:00,12,25,1,2,16,45,2,0,198,24,20,5,13,3,15,27,11,24,11,3,27,7,18,40,4
2019-10-02 17:00:00,21,25,1,2,17,0,2,0,654,21,29,7,25,5,11,51,27,30,19,2,20,7,18,31,11
2019-10-02 17:15:00,30,25,1,2,17,15,2,0,698,50,64,2,26,4,7,32,22,27,17,4,21,12,25,43,18
2019-10-02 17:30:00,57,27,1,2,17,30,2,0,317,78,116,5,41,3,18,40,30,35,18,5,31,12,19,63,11
2019-10-02 17:45:00,44,33,1,2,17,45,2,0,166,57,52,9,25,10,25,39,36,34,17,3,32,21,26,42,15
2019-10-02 18:00:00,50,41,1,2,18,0,2,0,93,63,90,19,43,14,24,48,56,40,21,5,37,9,24,54,21
2019-10-02 18:15:00,46,39,1,2,18,15,2,0,83,58,77,3,33,4,26,36,34,62,21,1,28,8,29,43,19
2019-10-02 18:30:00,54,30,1,2,18,30,2,0,62,50,69,1,24,17,22,39,15,38,24,1,33,14,21,49,12
2019-10-02 18:45:00,44,31,1,2,18,45,2,0,128,35,60,5,27,11,9,39,35,53,15,6,34,6,16,48,12
2019-10-02 19:00:00,22,8,1,2,19,0,2,0,510,35,29,6,15,2,22,37,17,35,15,4,17,7,22,36,18
2019-10-02 19:15:00,58,23,1,2,19,15,2,0,448,54,56,5,37,9,30,46,37,64,11,0,28,9,24,39,8
2019-10-02 19:30:00,40,17,1,2,19,30,2,0,195,41,69,3,20,6,17,10,27,31,11,8,21,13,17,25,9
2019-10-02 19:45:00,35,14,1,2,19,45,2,0,735,37,51,6,29,8,20,38,16,27,7,2,23,7,14,27,6
2019-10-02 20:00:00,37,17,1,2,20,0,2,0,569,56,39,10,29,8,27,29,36,35,7,3,25,7,10,22,16
2019-10-02 20:15:00,52,10,1,2,20,15,2,0,336,57,80,10,27,15,18,40,28,24,15,2,22,1,20,28,9
2019-10-02 20:30:00,23,6,1,2,20,30,2,0,466,43,23,3,17,9,8,23,21,30,7,1,17,1,7,10,8
2019-10-02 20:45:00,11,9,1,2,20,45,2,0,611,37,34,4,15,6,17,27,30,28,13,1,35,1,12,13,18
2019-10-02 21:00:00,65,17,1,2,21,0,2,0,511,64,58,6,46,9,29,67,43,32,6,2,14,3,13,20,13
2019-10-02 21:15:00,25,10,1,2,21,15,2,0,263,47,27,9,27,14,10,33,26,40,6,5,34,10,9,26,9
2019-10-02 21:30:00,22,4,1,2,21,30,2,0,220,52,36,4,36,9,19,22,29,13,6,2,19,10,15,17,10
2019-10-02 21:45:00,53,15,1,2,21,45,2,0,160,61,30,7,32,19,38,56,27,15,12,1,27,10,10,20,11
2019-10-02 22:00:00,16,15,1,2,22,0,2,0,246,29,14,3,21,4,11,24,12,32,9,2,20,7,18,9,5
2019-10-02 22:15:00,15,11,1,2,22,15,2,0,372,45,25,5,19,0,10,21,12,20,6,3,13,12,8,17,8
2019-10-02 22:30:00,41,3,1,2,22,30,2,0,278,65,24,6,20,10,18,64,18,21,5,2,28,3,7,13,8
2019-10-02 22:45:00,19,5,1,2,22,45,2,0,387,32,14,4,21,5,13,14,18,26,4,1,24,9,11,6,7
2019-10-02 23:00:00,21,7,1,2,23,0,2,0,434,30,16,10,17,1,4,29,8,18,3,1,17,3,3,10,11
2019-10-02 23:15:00,42,12,1,2,23,15,2,0,315,51,24,14,20,6,17,41,21,17,5,0,23,9,4,11,4
2019-10-02 23:30:00,7,4,1,2,23,30,2,0,421,23,12,3,10,0,6,17,10,9,2,1,24,8,3,8,9
2019-10-02 23:45:00,6,1,1,2,23,45,2,0,413,19,9,1,10,7,5,18,9,12,3,0,20,5,3,4,12
2019-10-03 00:00:00,10,0,1,3,0,0,3,0,158,52,26,10,29,17,12,36,28,24,2,2,16,2,3,10,4
2019-10-03 00:15:00,4,4,1,3,0,15,3,0,139,13,6,0,13,2,6,12,7,7,1,3,10,7,0,6,3
2019-10-03 00:30:00,21,6,1,3,0,30,3,0,234,9,4,2,14,2,5,13,4,7,3,1,12,3,2,5,6
2019-10-03 00:45:00,8,4,1,3,0,45,3,0,123,27,23,4,39,12,15,17,12,5,1,2,10,2,1,3,1
2019-10-03 01:00:00,9,1,1,3,1,0,3,0,109,11,5,1,12,7,3,8,8,6,4,0,5,0,4,2,5
2019-10-03 01:15:00,6,0,1,3,1,15,3,0,279,8,2,0,13,7,3,3,6,4,2,1,9,12,0,5,1
2019-10-03 01:30:00,14,2,1,3,1,30,3,0,214,25,4,0,23,4,10,15,8,1,0,1,3,1,0,1,2
2019-10-03 01:45:00,8,1,1,3,1,45,3,0,186,9,4,2,14,5,3,12,10,0,1,0,1,1,4,3,1
2019-10-03 02:00:00,7,0,1,3,2,0,3,0,217,5,7,2,13,3,1,11,8,1,0,0,4,0,0,1,1
2019-10-03 02:15:00,10,2,1,3,2,15,3,0,201,20,8,0,22,7,3,14,10,2,0,0,3,2,0,3,1
2019-10-03 02:30:00,7,0,1,3,2,30,3,0,277,9,2,0,29,4,2,19,6,2,0,0,1,1,0,1,0
2019-10-03 02:45:00,4,0,1,3,2,45,3,0,137,6,6,0,24,3,2,6,3,0,1,0,0,0,3,3,0
2019-10-03 03:00:00,3,0,1,3,3,0,3,0,108,19,4,0,32,4,1,8,16,3,0,0,1,4,1,1,6
2019-10-03 03:15:00,6,1,1,3,3,15,3,0,57,18,3,2,36,7,5,9,14,4,0,3,3,1,2,0,1
2019-10-03 03:30:00,3,0,1,3,3,30,3,0,55,5,3,1,9,5,3,8,3,3,0,0,0,0,0,0,0
2019-10-03 03:45:00,7,0,1,3,3,45,3,0,88,8,4,3,16,3,4,9,7,1,1,0,2,0,1,0,0
2019-10-03 04:00:00,2,0,1,3,4,0,3,0,36,8,0,0,8,3,4,6,3,1,1,0,2,3,0,0,0
2019-10-03 04:15:00,8,1,1,3,4,15,3,0,27,4,1,1,14,3,1,11,4,4,1,1,0,2,1,0,0
2019-10-03 04:30:00,2,0,1,3,4,30,3,0,45,4,1,4,8,1,7,2,3,0,0,0,0,2,0,2,0
2019-10-03 04:45:00,1,1,1,3,4,45,3,0,24,5,0,0,12,1,6,1,1,2,0,2,0,1,1,1,2
2019-10-03 05:00:00,8,0,1,3,5,0,3,0,27,4,1,2,3,2,1,3,6,2,0,0,1,1,0,0,0
2019-10-03 05:15:00,8,3,1,3,5,15,3,0,15,2,1,0,11,5,1,1,1,4,6,2,1,1,1,1,0
2019-10-03 05:30:00,0,7,1,3,5,30,3,0,8,2,0,0,4,5,3,0,2,6,6,2,4,2,0,6,0
2019-10-03 05:45:00,0,7,1,3,5,45,3,0,46,1,0,0,1,1,1,1,3,9,11,1,3,1,2,4,4
2019-10-03 06:00:00,0,5,1,3,6,0,3,0,34,1,2,2,6,5,2,2,0,7,7,4,4,2,2,5,9
2019-10-03 06:15:00,1,5,1,3,6,15,3,0,57,1,1,1,1,2,1,1,1,13,11,4,3,3,2,8,6
2019-10-03 06:30:00,0,19,1,3,6,30,3,0,91,3,0,0,1,0,5,2,0,14,27,6,10,2,1,11,13
